Labels,120min,
Type,Emission Scan,
Comment,,
Start,470.00,
Stop,700.00,
Step,1.00,
Fixed/Offset,455.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.50,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,1.4995272,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,1.4995272,
Detector,Detector 1,

470.00,3.25468242E+4,
471.00,3.70943594E+4,
472.00,4.18759336E+4,
473.00,4.86824453E+4,
474.00,5.48214766E+4,
475.00,6.24321367E+4,
476.00,7.09459766E+4,
477.00,7.97672188E+4,
478.00,9.00553203E+4,
479.00,1.00218516E+5,
480.00,1.11675531E+5,
481.00,1.22962016E+5,
482.00,1.36775813E+5,
483.00,1.49860984E+5,
484.00,1.63461016E+5,
485.00,1.78039516E+5,
486.00,1.91205625E+5,
487.00,2.04270047E+5,
488.00,2.17833719E+5,
489.00,2.30524281E+5,
490.00,2.45497266E+5,
491.00,2.56841938E+5,
492.00,2.68972219E+5,
493.00,2.81175688E+5,
494.00,2.92350750E+5,
495.00,3.03386594E+5,
496.00,3.13875000E+5,
497.00,3.23326719E+5,
498.00,3.32926813E+5,
499.00,3.40936031E+5,
500.00,3.49592281E+5,
501.00,3.57390156E+5,
502.00,3.62975844E+5,
503.00,3.71229781E+5,
504.00,3.77590531E+5,
505.00,3.82967219E+5,
506.00,3.87966313E+5,
507.00,3.91494531E+5,
508.00,3.95644375E+5,
509.00,4.00441719E+5,
510.00,4.04681094E+5,
511.00,4.07798750E+5,
512.00,4.10749625E+5,
513.00,4.13165688E+5,
514.00,4.15425063E+5,
515.00,4.17977219E+5,
516.00,4.20617844E+5,
517.00,4.20587469E+5,
518.00,4.23022656E+5,
519.00,4.22375563E+5,
520.00,4.22174969E+5,
521.00,4.21706156E+5,
522.00,4.21402688E+5,
523.00,4.20298313E+5,
524.00,4.16119906E+5,
525.00,4.15253156E+5,
526.00,4.13765000E+5,
527.00,4.11487875E+5,
528.00,4.08732938E+5,
529.00,4.06088219E+5,
530.00,4.01950969E+5,
531.00,3.98029906E+5,
532.00,3.94530969E+5,
533.00,3.91921063E+5,
534.00,3.88461531E+5,
535.00,3.85591250E+5,
536.00,3.80984375E+5,
537.00,3.79024094E+5,
538.00,3.73782500E+5,
539.00,3.70014969E+5,
540.00,3.65036344E+5,
541.00,3.59121219E+5,
542.00,3.53650781E+5,
543.00,3.49881781E+5,
544.00,3.44279219E+5,
545.00,3.39031063E+5,
546.00,3.33804063E+5,
547.00,3.28733563E+5,
548.00,3.24631438E+5,
549.00,3.18705656E+5,
550.00,3.13887938E+5,
551.00,3.09071031E+5,
552.00,3.02661250E+5,
553.00,2.96282188E+5,
554.00,2.92898563E+5,
555.00,2.86251250E+5,
556.00,2.81272688E+5,
557.00,2.78672125E+5,
558.00,2.74340938E+5,
559.00,2.67744781E+5,
560.00,2.61694516E+5,
561.00,2.54938719E+5,
562.00,2.50506172E+5,
563.00,2.44613016E+5,
564.00,2.40238656E+5,
565.00,2.35530906E+5,
566.00,2.31914891E+5,
567.00,2.26022547E+5,
568.00,2.22726391E+5,
569.00,2.18706734E+5,
570.00,2.13387609E+5,
571.00,2.08434531E+5,
572.00,2.03590813E+5,
573.00,1.99331672E+5,
574.00,1.94329391E+5,
575.00,1.88837422E+5,
576.00,1.84900344E+5,
577.00,1.79381469E+5,
578.00,1.74382688E+5,
579.00,1.70980328E+5,
580.00,1.67661219E+5,
581.00,1.63144922E+5,
582.00,1.60057531E+5,
583.00,1.56001969E+5,
584.00,1.53189063E+5,
585.00,1.48606734E+5,
586.00,1.44810922E+5,
587.00,1.41090172E+5,
588.00,1.37131594E+5,
589.00,1.34991438E+5,
590.00,1.31402203E+5,
591.00,1.28159023E+5,
592.00,1.25396813E+5,
593.00,1.20860844E+5,
594.00,1.17348031E+5,
595.00,1.13951688E+5,
596.00,1.12083109E+5,
597.00,1.09683477E+5,
598.00,1.06916586E+5,
599.00,1.04007750E+5,
600.00,1.02477039E+5,
601.00,9.98738672E+4,
602.00,9.66955781E+4,
603.00,9.45990859E+4,
604.00,9.23363359E+4,
605.00,8.92282891E+4,
606.00,8.77824531E+4,
607.00,8.55314922E+4,
608.00,8.30829766E+4,
609.00,8.12255078E+4,
610.00,7.90118594E+4,
611.00,7.73172031E+4,
612.00,7.48616484E+4,
613.00,7.28473828E+4,
614.00,7.09197578E+4,
615.00,6.82848203E+4,
616.00,6.76843438E+4,
617.00,6.52054375E+4,
618.00,6.44874883E+4,
619.00,6.23118672E+4,
620.00,6.04754570E+4,
621.00,5.85812695E+4,
622.00,5.71074453E+4,
623.00,5.60151406E+4,
624.00,5.42034766E+4,
625.00,5.26301133E+4,
626.00,5.09863477E+4,
627.00,4.97907773E+4,
628.00,4.86485664E+4,
629.00,4.64079102E+4,
630.00,4.54340586E+4,
631.00,4.41565586E+4,
632.00,4.26199570E+4,
633.00,4.21123086E+4,
634.00,4.11558750E+4,
635.00,3.98425664E+4,
636.00,3.83465586E+4,
637.00,3.73460273E+4,
638.00,3.64693594E+4,
639.00,3.54193242E+4,
640.00,3.44439180E+4,
641.00,3.36555430E+4,
642.00,3.29333086E+4,
643.00,3.08331895E+4,
644.00,3.08992578E+4,
645.00,2.96946523E+4,
646.00,2.86825293E+4,
647.00,2.85133359E+4,
648.00,2.76284102E+4,
649.00,2.73524551E+4,
650.00,2.60572461E+4,
651.00,2.52771211E+4,
652.00,2.47495059E+4,
653.00,2.34140781E+4,
654.00,2.39376758E+4,
655.00,2.30322578E+4,
656.00,2.18253086E+4,
657.00,2.13233672E+4,
658.00,2.18664375E+4,
659.00,2.27174863E+4,
660.00,2.37457402E+4,
661.00,2.44136816E+4,
662.00,2.16253574E+4,
663.00,1.96198887E+4,
664.00,1.80532246E+4,
665.00,1.71743613E+4,
666.00,1.72846602E+4,
667.00,1.66268008E+4,
668.00,1.65681113E+4,
669.00,1.64640391E+4,
670.00,1.58182744E+4,
671.00,1.45087881E+4,
672.00,1.50120947E+4,
673.00,1.45739600E+4,
674.00,1.38279219E+4,
675.00,1.36776865E+4,
676.00,1.36991689E+4,
677.00,1.35631611E+4,
678.00,1.26303535E+4,
679.00,1.25167256E+4,
680.00,1.07423672E+4,
681.00,1.06444531E+4,
682.00,1.06020400E+4,
683.00,1.01960459E+4,
684.00,9.52710645E+3,
685.00,9.55129004E+3,
686.00,9.03656934E+3,
687.00,9.41250488E+3,
688.00,8.39411426E+3,
689.00,8.63548730E+3,
690.00,8.50095898E+3,
691.00,7.98880127E+3,
692.00,7.79646777E+3,
693.00,8.00131006E+3,
694.00,7.54096729E+3,
695.00,7.24591504E+3,
696.00,7.30718457E+3,
697.00,7.14552637E+3,
698.00,6.98867871E+3,
699.00,6.53135156E+3,
700.00,6.55526514E+3,
